ElecStatus,MinimumOverall,InvestmentCost,MinimumOverallLCOE,NumConnections,DemandKWh_Y0,DistNearElecKm,ElecTargetPhase,ElecTargetYear,GridRolloutPhase,LCOE_Grid,LCOE_SHS,LCOE_MG_Solar,LCOE_MG_Hydro,Lat,Lon
electrified,Already Electrified,0.0,0.0,44,3643.065,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.169857179235613,1.8257894655662763
electrified,Already Electrified,0.0,0.0,19,1881.11875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.332966749298418,2.543372412373299
unelectrified,SHS,3900.0,6.753360490576102,26,174.9025,0.009701027386484668,Phase 3 (→2040),2040.0,N/A,6.74543248380377,6.753360490576102,inf,inf,11.300886229086164,3.0328563871701344
unelectrified,SHS,9750.0,6.930564853139471,65,426.07625,0.0,Phase 2 (→2035),2035.0,N/A,6.839588611984432,6.930564853139471,inf,inf,9.895879941053186,1.7249956405674656
electrified,Already Electrified,0.0,0.0,20,1584.1,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.653387645467706,2.0533242351850896
unelectrified,SHS,1650.0,0.6265136872999727,11,1089.06875,0.0067768668303146975,Phase 3 (→2040),2040.0,N/A,0.5385719159573886,0.6265136872999727,inf,inf,11.13609449307571,2.1851835880247616
electrified,Already Electrified,0.0,0.0,147,18330.75625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.745274109760738,1.660940242579855
electrified,Already Electrified,0.0,0.0,33,4057.43125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.765482875770774,2.6120019948062767
unelectrified,SHS,5850.0,9.263475875253473,39,191.264,0.016024506388637273,Phase 3 (→2040),2040.0,N/A,9.078075019255142,9.263475875253473,inf,inf,12.372198059402514,2.8522735535080432
electrified,Already Electrified,0.0,0.0,138,14460.84375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.26089598691048,1.9745248887069005
unelectrified,SHS,3600.0,0.6265136872999727,24,1900.92,0.0,Phase 2 (→2035),2035.0,N/A,0.6794355884112782,0.6265136872999727,inf,inf,9.749956685586309,2.4499025015205134
electrified,Already Electrified,0.0,0.0,103,10790.3125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.201290496260662,2.185659723820577
electrified,Already Electrified,0.0,0.0,16,1584.1,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.914471721388663,3.2947398705250666
electrified,Already Electrified,0.0,0.0,3699,333063.6862499977,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.720395493181294,2.374862535837258
unelectrified,SHS,5850.0,7.410780700202777,39,239.08,0.009911524190126381,Phase 3 (→2040),2040.0,N/A,7.3931430607504485,7.410780700202777,inf,inf,11.328601179307707,2.2124991658036737
electrified,Already Electrified,0.0,0.0,67,6413.05,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.302995590368412,1.837640487820573
unelectrified,SHS,2850.0,0.6265136872999727,19,1881.11875,0.0,Phase 2 (→2035),2035.0,N/A,0.5338841863209854,0.6265136872999727,inf,inf,10.819057357549799,3.431042976176054
electrified,Already Electrified,0.0,0.0,604,68554.3,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.702240615706527,1.4943103071100907
unelectrified,SHS,4050.0,0.6265136872999727,27,2673.16875,0.0,Phase 2 (→2035),2035.0,N/A,0.5521404580482817,0.6265136872999727,inf,inf,10.783340014734105,2.7828370946513563
unelectrified,SHS,1650.0,0.6265136872999727,11,1089.06875,0.006536534713592125,Phase 3 (→2040),2040.0,N/A,0.5338841863209854,0.6265136872999727,inf,inf,10.206349193913738,3.4479564895142345
unelectrified,SHS,3000.0,5.977433096598477,20,152.005,0.011540428574563789,Phase 3 (→2040),2040.0,N/A,5.911595286930282,5.977433096598477,inf,inf,10.372817674853852,2.9110530779914954
unelectrified,SHS,3150.0,0.6265136872999727,21,2079.13125,0.0,Phase 2 (→2035),2035.0,N/A,0.5338841863209854,0.6265136872999727,inf,inf,7.366073555346261,2.188796812096129
electrified,Already Electrified,0.0,0.0,17,1346.485,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.70515035892904,3.1516550970792205
electrified,Already Electrified,0.0,0.0,30,3167.74375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.523348327726977,1.8755845007503982
unelectrified,SHS,7350.0,7.485133373051184,49,297.39875,0.005494691545396639,Phase 3 (→2040),2040.0,N/A,7.4663975970774,7.485133373051184,inf,inf,6.922510872448817,1.8489834079701208
electrified,Already Electrified,0.0,0.0,21,2079.13125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,11.149348059550496,3.4044824873310255
electrified,Already Electrified,0.0,0.0,19,1881.11875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.525816957437165,1.8931679567727484
electrified,Already Electrified,0.0,0.0,42,4158.2625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.7095746277805945,2.0634756902091067
unelectrified,SHS,12450.0,6.94818504514426,83,542.686875,0.0,Phase 2 (→2035),2035.0,N/A,7.2101563156901065,6.94818504514426,inf,inf,6.504228646536371,1.9159582593727458
electrified,Already Electrified,0.0,0.0,17,1683.10625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.11269761801708,2.33692954785303
unelectrified,SHS,3750.0,0.6265136872999727,25,1980.125,0.0,Phase 2 (→2035),2035.0,N/A,0.6618510543812214,0.6265136872999727,inf,inf,7.577298913899645,2.4434329705030384
electrified,Already Electrified,0.0,0.0,296,25037.54,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.633964384175495,2.1669328374978867
electrified,Already Electrified,0.0,0.0,661,67837.075,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.15416559079029,3.0469548077011277
electrified,Already Electrified,0.0,0.0,33,2613.765,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.189086024735984,1.8581774116428502
unelectrified,SHS,7800.0,14.6819009888198,52,303.2575,0.006779668648720514,Phase 3 (→2040),2040.0,N/A,8.072530539249147,14.6819009888198,inf,inf,6.362410072001657,2.036373119739695
electrified,Already Electrified,0.0,0.0,52,7557.78125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.737861780783143,1.9354643122619999
unelectrified,SHS,3000.0,0.6265136872999727,20,1980.125,0.0,Phase 2 (→2035),2035.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,9.885543334581424,1.7566221513898768
unelectrified,SHS,5400.0,41.74558971974108,36,39.1773,0.006445160907534508,Phase 3 (→2040),2040.0,N/A,42.17907556099402,41.74558971974108,inf,inf,6.916393985554079,2.4992356252300385
electrified,Already Electrified,0.0,0.0,897,86008.6,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.348063954388696,1.4251089257818212
unelectrified,SHS,3750.0,7.214143392446436,25,157.43375,0.0042431979695531944,Phase 3 (→2040),2040.0,N/A,7.199409947300184,7.214143392446436,inf,inf,10.977225360270813,2.84528213471022
electrified,Already Electrified,0.0,0.0,251,29615.1875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.664927577326958,2.574190176223078
unelectrified,SHS,3900.0,7.234711123073132,26,163.265625,0.02143271768580296,Phase 3 (→2040),2040.0,N/A,7.13571315762212,7.234711123073132,inf,inf,9.672042938990352,3.061819508578104
unelectrified,SHS,3450.0,0.6265136872999727,23,1821.715,0.0,Phase 2 (→2035),2035.0,N/A,0.6546040229263973,0.6265136872999727,inf,inf,10.93721961704494,2.4617864349114487
electrified,Already Electrified,0.0,0.0,210,20988.86875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.893062718058083,1.5863091326905676
unelectrified,SHS,9150.0,0.6265136872999727,61,6039.38125,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,7.464105355945006,1.8533350084758793
electrified,Already Electrified,0.0,0.0,79,8019.05,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.553343610879443,2.00593841318523
electrified,Already Electrified,0.0,0.0,151,14949.94375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.573027985363362,1.562602266260564
unelectrified,SHS,6450.0,5.680967364429551,43,343.865625,0.014350992503257241,Phase 3 (→2040),2040.0,N/A,5.564911721009479,5.680967364429551,inf,inf,9.480382775941388,3.0389854352251406
unelectrified,SHS,7800.0,4.587055270330248,52,515.005625,0.0,Phase 2 (→2035),2035.0,N/A,4.791203881013393,4.587055270330248,inf,inf,6.494716853127724,2.0890411154708013
unelectrified,SHS,2100.0,0.6265136872999727,14,1386.0875,0.002673037126574523,Phase 3 (→2040),2040.0,N/A,0.5521404580482817,0.6265136872999727,inf,inf,11.346771343243581,2.447777436843767
electrified,Already Electrified,0.0,0.0,44,4123.405,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.201460527279403,2.6642998664894275
unelectrified,SHS,14700.0,7.197956628823323,98,618.528125,0.0,Phase 2 (→2035),2035.0,N/A,7.348683478201092,7.197956628823323,inf,inf,6.797549573293715,2.2643236423122146
unelectrified,SHS,18300.0,7.425593408187879,122,746.399375,0.0,Phase 2 (→2035),2035.0,N/A,7.471603833175365,7.425593408187879,inf,inf,7.138251843398695,1.6882021683263544
electrified,Already Electrified,0.0,0.0,50,4950.3125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.567296286614882,2.7797505590435674
unelectrified,SHS,21600.0,37.87933825268418,144,172.704125,0.0,Phase 2 (→2035),2035.0,N/A,37.41170151403789,37.87933825268418,inf,inf,10.382731254693818,3.171841345027811
electrified,Already Electrified,0.0,0.0,67,6633.41875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.917543957573349,2.0999795788993074
unelectrified,SHS,1050.0,0.6265136872999727,7,554.435,0.03821344714252006,Phase 3 (→2040),2040.0,N/A,0.6546040229263974,0.6265136872999727,inf,inf,10.97963918895547,2.4954961666081052
electrified,Already Electrified,0.0,0.0,558,53406.435,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.877791606276126,2.288605967059195
electrified,Already Electrified,0.0,0.0,126,12474.7875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.592050683332217,1.9442453313118955
unelectrified,SHS,19350.0,9.439670153571665,129,620.834,0.0,Phase 2 (→2035),2035.0,N/A,9.762656408348494,9.439670153571665,inf,inf,8.229897947157912,2.0048638571477864
unelectrified,SHS,10350.0,7.364028505621906,69,425.673125,0.0,Phase 2 (→2035),2035.0,N/A,7.636183534480325,7.364028505621906,inf,inf,6.768272453997168,2.3245863191152107
electrified,Already Electrified,0.0,0.0,122,12276.31875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.662153239633958,1.985661645633898
unelectrified,SHS,9000.0,0.6265136872999727,60,5940.375,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907482,0.6265136872999727,inf,inf,7.735573378234111,1.691860690510252
electrified,Already Electrified,0.0,0.0,50,4950.3125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.287617071930079,1.5674117432140178
electrified,Already Electrified,0.0,0.0,118,16067.75625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.0218745982557005,1.7212331049518381
electrified,Already Electrified,0.0,0.0,143,16346.525,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.70988990290276,1.6420293023382815
electrified,Already Electrified,0.0,0.0,242,24962.80625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.598996053458656,1.0002573027348738
unelectrified,SHS,5400.0,0.6265136872999727,36,3564.225,0.0,Phase 2 (→2035),2035.0,N/A,0.5385719159573886,0.6265136872999727,inf,inf,10.041266209980924,3.1198364214290017
unelectrified,SHS,2550.0,0.6265136872999727,17,1683.10625,0.0,Phase 2 (→2035),2035.0,N/A,0.5385719159573885,0.6265136872999727,inf,inf,11.106323740237828,2.3306693791018303
electrified,Already Electrified,0.0,0.0,52,5066.93,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.166546966463365,2.734348072476393
unelectrified,SHS,3450.0,0.6265136872999727,23,2277.14375,0.0,Phase 2 (→2035),2035.0,N/A,0.5619113433517482,0.6265136872999727,inf,inf,6.922487216856307,1.9771294580988066
electrified,Already Electrified,0.0,0.0,814,82607.895,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.6555611049583465,2.6685861640029183
electrified,Already Electrified,0.0,0.0,28,2969.73125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.62104423674584,2.217684828568152
unelectrified,Grid Extension,93250.0,7.527267493224038,746,4490.678125,0.0,Phase 1 (→2030),2030.0,Phase 1 (0-5 yrs),7.527267493224038,7.54691575133705,inf,inf,7.061018461584897,2.163712405043626
electrified,Already Electrified,0.0,0.0,24,1900.92,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,8.284622000259523,1.742352632553913
electrified,Already Electrified,0.0,0.0,31,3069.19375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.512126431474545,2.6100299628937895
unelectrified,SHS,6150.0,7.0989594661927695,41,262.380625,0.004001079481275871,Phase 3 (→2040),2040.0,N/A,7.003541891073204,7.0989594661927695,inf,inf,6.872489349192879,1.7465484063520222
unelectrified,SHS,5400.0,0.6265136872999727,36,2851.38,0.0,Phase 2 (→2035),2035.0,N/A,0.6618510543812213,0.6265136872999727,inf,inf,7.675388026729594,2.052591725232497
unelectrified,SHS,6150.0,7.428418142383709,41,250.74375,0.0028861825557645318,Phase 3 (→2040),2040.0,N/A,7.702150035040497,7.428418142383709,inf,inf,6.8245113215352315,2.104374152255783
electrified,Already Electrified,0.0,0.0,13,1287.08125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.975871771240936,2.6773544594631473
unelectrified,SHS,21900.0,7.01537918245694,146,945.4625,0.0,Phase 2 (→2035),2035.0,N/A,6.92216600061451,7.01537918245694,inf,inf,10.162594717162094,2.193241927917789
electrified,Already Electrified,0.0,0.0,13,1029.665,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.735093484680961,2.165087453060381
electrified,Already Electrified,0.0,0.0,24,2376.15,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.254114710624747,1.8148816368280158
electrified,Already Electrified,0.0,0.0,139,15357.83125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.309273208555558,2.023931993046009
unelectrified,SHS,9450.0,0.6265136872999727,63,4989.915,0.0,Phase 1 (→2030),2030.0,N/A,0.6546040229263974,0.6265136872999727,inf,inf,9.21282595725518,2.9947993761551825
electrified,Already Electrified,0.0,0.0,1348,151279.26875000002,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,11.77454408489964,3.2157737935171262
unelectrified,SHS,6150.0,6.5205702576385365,41,285.654375,0.012731900776066972,Phase 3 (→2040),2040.0,N/A,6.1321013342707955,6.5205702576385365,inf,inf,6.857989135899111,2.7399970066970463
electrified,Already Electrified,0.0,0.0,241,26680.5875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.780835998224163,0.9162842696903348
unelectrified,SHS,13950.0,7.626316164440601,93,554.00125,0.0,Phase 2 (→2035),2035.0,N/A,7.516989788006784,7.626316164440601,inf,inf,10.388532433878979,3.2183211662948787
unelectrified,SHS,12900.0,210.46213354159806,86,34.98766666666666,0.005565319114867445,Phase 3 (→2040),2040.0,N/A,108.8139527479662,210.46213354159806,inf,inf,6.88240409766344,1.8155693931968218
electrified,Already Electrified,0.0,0.0,33,3245.945,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.009312546057428,1.6901607127903178
electrified,Already Electrified,0.0,0.0,16,1781.65625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.277552342494344,2.902810969197128
electrified,Already Electrified,0.0,0.0,2096,246920.21875000003,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.265897823471356,2.156591704527944
electrified,Already Electrified,0.0,0.0,31,3069.19375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.047769718858039,1.4996496529062702
electrified,Already Electrified,0.0,0.0,19,2276.23125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.62828023666228,2.615114571102462
unelectrified,SHS,9150.0,0.6265136872999727,61,4831.505,0.0,Phase 1 (→2030),2030.0,N/A,0.679435588411278,0.6265136872999727,inf,inf,6.836609637412227,2.147098308438454
unelectrified,SHS,3600.0,0.6265136872999727,24,1900.92,0.0,Phase 2 (→2035),2035.0,N/A,0.6618510543812214,0.6265136872999727,inf,inf,9.533032818443477,3.128760089785656
unelectrified,SHS,2550.0,0.6265136872999727,17,1346.485,0.015046751625304656,Phase 3 (→2040),2040.0,N/A,0.6618510543812214,0.6265136872999727,inf,inf,9.20914025949701,1.8150451110874701
unelectrified,SHS,6450.0,0.6265136872999727,43,4257.26875,0.0,Phase 1 (→2030),2030.0,N/A,0.5385719159573886,0.6265136872999727,inf,inf,10.243331035282436,1.0308688038028089
electrified,Already Electrified,0.0,0.0,18,1425.69,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.31760198788166,2.311507046436559
electrified,Already Electrified,0.0,0.0,26,2574.1625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.66431545140324,1.607347599148515
electrified,Already Electrified,0.0,0.0,4699,333063.6862499977,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.243607198171226,2.1700592374370973
electrified,Already Electrified,0.0,0.0,24,2691.145,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.301153849713615,1.8348969636355963
unelectrified,SHS,2700.0,2.7737033213240547,18,294.81875,0.0036617047622658017,Phase 3 (→2040),2040.0,N/A,2.8245520432557143,2.7737033213240547,inf,inf,7.088023153291752,2.2803536989166187
unelectrified,SHS,4950.0,0.6265136872999727,33,3267.20625,0.0,Phase 2 (→2035),2035.0,N/A,0.5338841863209854,0.6265136872999727,inf,inf,10.939939966603843,3.061001376139734
unelectrified,SHS,9750.0,0.6265136872999727,65,6435.40625,0.0,Phase 1 (→2030),2030.0,N/A,0.5385719159573887,0.6265136872999727,inf,inf,7.690123725912833,2.319932755403079
unelectrified,SHS,7350.0,0.6265136872999727,49,4851.30625,0.0,Phase 1 (→2030),2030.0,N/A,0.5385719159573886,0.6265136872999727,inf,inf,9.520891712416695,1.3843779048134568
electrified,Already Electrified,0.0,0.0,16,1584.1,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.918670005369785,3.296092695656271
electrified,Already Electrified,0.0,0.0,80,9326.6625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.40558621547101,1.036656413537198
unelectrified,SHS,1650.0,0.6265136872999727,11,1089.06875,0.008135758463517525,Phase 3 (→2040),2040.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,11.194903855224403,2.332258447757522
electrified,Already Electrified,0.0,0.0,97,10006.475,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.397948758587408,1.310340726727577
electrified,Already Electrified,0.0,0.0,113,8950.165,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.601384784681022,2.2691800104230975
unelectrified,Mini-Grid: Mini-Hydro,44365.5625,0.339304057485524,92,9108.575,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907482,0.6265136872999727,0.4582964967138832,0.339304057485524,10.415874993941664,1.130691681898817
electrified,Already Electrified,0.0,0.0,19,1504.895,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.336290657801511,2.1202144873836777
unelectrified,SHS,18900.0,7.550789777526735,126,758.09,0.0,Phase 2 (→2035),2035.0,N/A,7.704404429526612,7.550789777526735,inf,inf,6.795830400213055,1.995126307255172
electrified,Already Electrified,0.0,0.0,8523,333063.6862499977,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.860251860579949,1.8108087835387872
unelectrified,SHS,3900.0,0.6265136872999727,26,2059.33,0.0,Phase 2 (→2035),2035.0,N/A,0.6700835724535691,0.6265136872999727,inf,inf,10.513679287332057,2.8772425734403333
unelectrified,SHS,3450.0,7.168070765766063,23,145.77,0.005188968126605517,Phase 3 (→2040),2040.0,N/A,7.154017780811205,7.168070765766063,inf,inf,11.44177719810328,2.53267459602982
electrified,Already Electrified,0.0,0.0,75,9803.9,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.39368431736639,2.6479395288436476
electrified,Already Electrified,0.0,0.0,53,4520.16,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.345324960921455,2.257058744690595
unelectrified,SHS,71700.0,33.83214318454928,478,641.861,0.0,Phase 1 (→2030),2030.0,N/A,33.56668294604152,33.83214318454928,inf,inf,10.865826252501577,2.763876877549913
unelectrified,SHS,5250.0,0.6265136872999727,35,3465.21875,0.0,Phase 2 (→2035),2035.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,10.939025066369954,3.3148823227597046
unelectrified,SHS,8550.0,0.6265136872999727,57,5643.35625,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,10.513294689955057,1.0402269154437316
unelectrified,SHS,4500.0,0.6265136872999727,30,2376.15,0.0,Phase 2 (→2035),2035.0,N/A,0.6618510543812214,0.6265136872999727,inf,inf,9.216443767263671,2.7515654290775013
electrified,Already Electrified,0.0,0.0,20,1980.125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.36808029005125,1.0944820253187626
unelectrified,SHS,3450.0,0.6265136872999727,23,2277.14375,0.0,Phase 2 (→2035),2035.0,N/A,0.5297576087868487,0.6265136872999727,inf,inf,9.3756567190092,3.1266405256245355
unelectrified,SHS,79650.0,36.4619096885296,531,661.603375,0.0,Phase 1 (→2030),2030.0,N/A,34.89165483542393,36.4619096885296,inf,inf,12.183107833527796,3.0446756057113475
unelectrified,SHS,5850.0,0.6265136872999727,39,3861.24375,0.0,Phase 2 (→2035),2035.0,N/A,0.5385719159573886,0.6265136872999727,inf,inf,9.632348194237574,1.9132512388610128
electrified,Already Electrified,0.0,0.0,17,1683.10625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.166450413049185,1.253460387113005
electrified,Already Electrified,0.0,0.0,18,1782.1125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,10.287970054861855,1.6876301668463263
unelectrified,SHS,85800.0,7.001637532485565,572,3711.410625,0.0,Phase 1 (→2030),2030.0,N/A,7.26491782256406,7.001637532485565,inf,inf,6.66348197042993,2.25190016917244
electrified,Already Electrified,0.0,0.0,18,1782.1125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.987322952061493,1.596502017910625
electrified,Already Electrified,0.0,0.0,36,3564.225,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.884332424522002,1.5807406686436503
electrified,Already Electrified,0.0,0.0,38,3762.2375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.97157118347751,1.3619264808225866
unelectrified,SHS,5850.0,0.6265136872999727,39,3861.24375,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,10.993046228168566,0.95899565450815
electrified,Already Electrified,0.0,0.0,9,712.845,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,11.068973254236747,2.0703801962178696
unelectrified,SHS,3600.0,0.6265136872999727,24,1900.92,0.0,Phase 2 (→2035),2035.0,N/A,0.6700835724535691,0.6265136872999727,inf,inf,9.425874076144048,1.5219170265394313
electrified,Already Electrified,0.0,0.0,22,1742.51,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,9.270960804674525,2.5243149941317418
unelectrified,SHS,8250.0,0.6265136872999727,55,5445.34375,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,10.471953251935455,1.0539918055931468
unelectrified,Mini-Grid: Solar PV Only,55581.18052083333,0.4582964967138832,113,11187.70625,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907484,0.6265136872999727,0.4582964967138832,inf,10.17938679342137,3.01153341632043
unelectrified,SHS,1650.0,0.6265136872999727,11,1089.06875,0.012216486204355788,Phase 3 (→2040),2040.0,N/A,0.5521404580482817,0.6265136872999727,inf,inf,9.94410843681575,3.2701818292478553
unelectrified,SHS,8250.0,0.6265136872999727,55,5445.34375,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,7.387908797557343,1.8532285665212975
unelectrified,SHS,8550.0,0.6265136872999727,57,5643.35625,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,10.24127305685144,3.0997988595109565
unelectrified,SHS,6900.0,0.6265136872999727,46,4554.2875,0.0,Phase 1 (→2030),2030.0,N/A,0.5385719159573886,0.6265136872999727,inf,inf,7.657577184494851,1.7208751674147746
unelectrified,SHS,3750.0,0.6265136872999727,25,2475.15625,0.0,Phase 2 (→2035),2035.0,N/A,0.5338841863209854,0.6265136872999727,inf,inf,10.33816770224848,0.8745987938074321
unelectrified,SHS,5850.0,0.6265136872999727,39,3861.24375,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,11.414990686572303,3.078339043910228
unelectrified,SHS,4050.0,0.6265136872999727,27,2138.535,0.0,Phase 2 (→2035),2035.0,N/A,0.6794355884112782,0.6265136872999727,inf,inf,10.70489600964387,3.6243570783598056
unelectrified,SHS,3300.0,0.6265136872999727,22,2178.1375,0.0,Phase 2 (→2035),2035.0,N/A,0.5385719159573886,0.6265136872999727,inf,inf,11.042585118209534,2.733797812219971
unelectrified,SHS,4350.0,0.6265136872999727,29,2296.945,0.0,Phase 2 (→2035),2035.0,N/A,0.6794355884112779,0.6265136872999727,inf,inf,9.041051110694003,1.706557266532919
unelectrified,SHS,4800.0,6.9261688285502645,32,209.89375,0.005511953424794339,Phase 3 (→2040),2040.0,N/A,7.187600935083544,6.9261688285502645,inf,inf,6.700174207539252,1.8149815047236175
electrified,Already Electrified,0.0,0.0,97,12590.21875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.692229482796126,2.662413750878697
electrified,Already Electrified,0.0,0.0,357,44897.7375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.4556832449392045,2.67701131799749
unelectrified,SHS,3600.0,0.6265136872999727,24,1900.92,0.0,Phase 2 (→2035),2035.0,N/A,0.6618510543812214,0.6265136872999727,inf,inf,9.160238435710626,1.769134029010604
electrified,Already Electrified,0.0,0.0,141,13885.695,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,7.254902010339939,2.471331980290136
electrified,Already Electrified,0.0,0.0,25,3676.00625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.7349358924672496,2.719298299724969
unelectrified,SHS,3750.0,0.6265136872999727,25,2475.15625,0.0,Phase 2 (→2035),2035.0,N/A,0.5338841863209854,0.6265136872999727,inf,inf,11.51228131198027,2.638306699723978
unelectrified,SHS,4200.0,0.6265136872999727,28,2217.74,0.0,Phase 2 (→2035),2035.0,N/A,0.6700835724535693,0.6265136872999727,inf,inf,8.424342585352047,2.1187004973365635
electrified,Already Electrified,0.0,0.0,209,24476.9,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,6.5849527301695945,1.6991512158300015
unelectrified,SHS,20850.0,29.914714063199753,139,211.092375,0.0,Phase 2 (→2035),2035.0,N/A,30.739121930752418,29.914714063199753,inf,inf,6.464224441277614,2.104972094733032
unelectrified,SHS,3600.0,0.6265136872999727,24,1900.92,0.0,Phase 2 (→2035),2035.0,N/A,0.6700835724535691,0.6265136872999727,inf,inf,8.35602926868181,2.187507840464981
electrified,Already Electrified,0.0,0.0,42,3964.995,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,8.677532300606957,1.6357856074661172
unelectrified,SHS,21150.0,35.42115459061449,141,180.841875,0.0,Phase 2 (→2035),2035.0,N/A,34.57875155749679,35.42115459061449,inf,inf,9.907347353380572,2.995362801312633
