ElecStatus,MinimumOverall,InvestmentCost,MinimumOverallLCOE,NumConnections,DemandKWh_Y0,DistNearElecKm,ElecTargetPhase,ElecTargetYear,GridRolloutPhase,LCOE_Grid,LCOE_SHS,LCOE_MG_Solar,LCOE_MG_Hydro,X_deg,Y_deg,DistRoadKm
unelectrified,SHS,4350.0,6.442650060694365,29,204.491875,0.005267221447212674,Phase 3 (→2040),2040.0,N/A,6.466428673862606,6.442650060694365,inf,inf,2.8568742863802083,11.173899614048985,5.235658
unelectrified,SHS,3300.0,8.242286736213892,22,121.26,0.005230462697346502,Phase 3 (→2040),2040.0,N/A,8.283259480223087,8.242286736213892,inf,inf,2.5039791577116994,7.414095365912376,12.07865
electrified,Already Electrified,0.0,0.0,3753,333063.6862499977,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.9654065026724428,6.527699467776074,0.0
electrified,Already Electrified,0.0,0.0,26,2574.1625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.4631986527587142,9.654779526884326,1.752528
unelectrified,SHS,1350.0,0.6265136872999727,9,712.845,0.019802517611920936,Phase 3 (→2040),2040.0,N/A,0.6794355884112779,0.6265136872999727,inf,inf,2.080113241336566,7.872967233906831,2.341841
electrified,Already Electrified,0.0,0.0,5993,333063.6862499977,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.913003637781846,9.536571485475044,0.0
unelectrified,SHS,4050.0,0.6265136872999727,27,2673.16875,0.0,Phase 2 (→2035),2035.0,N/A,0.5438971058907482,0.6265136872999727,inf,inf,1.6543769347158896,9.863467513269907,2.193294
electrified,Already Electrified,0.0,0.0,192,23401.975,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.5516197401133325,6.704413944110557,0.817453
electrified,Already Electrified,0.0,0.0,90,8095.335,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.454467920049198,6.511770918808474,6.330822
electrified,Already Electrified,0.0,0.0,1146,121623.01875000002,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.7190809326342666,10.236497062282867,6.024997
unelectrified,SHS,1800.0,0.6265136872999727,12,950.46,0.007558200826045337,Phase 3 (→2040),2040.0,N/A,0.6700835724535691,0.6265136872999727,inf,inf,1.399343304468267,10.602664234066905,9.146642
electrified,Already Electrified,0.0,0.0,14,1108.87,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.9958834966484735,9.554900153317007,5.11813
unelectrified,SHS,10050.0,37.823273891634145,67,80.4745,0.004436689317881553,Phase 3 (→2040),2040.0,N/A,37.356465184046634,37.823273891634145,inf,inf,1.8980494405825614,6.919766767796975,0.465176
unelectrified,SHS,23700.0,6.907338469378326,158,1039.175625,0.0,Phase 1 (→2030),2030.0,N/A,7.168309431647064,6.907338469378326,inf,inf,1.805408740709379,6.751618488437591,1.358101
electrified,Already Electrified,0.0,0.0,16,1584.1,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.5160802417164247,9.896423256096748,1.6769
unelectrified,Mini-Grid: Solar PV Only,43776.32802083333,0.4582964967138832,89,8811.55625,0.0,Phase 1 (→2030),2030.0,N/A,0.5521404580482817,0.6265136872999727,0.4582964967138832,inf,3.338004831820919,10.217143171093733,0.99513
electrified,Already Electrified,0.0,0.0,95,10195.81875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.2183568623032937,6.554533952980254,4.900444
unelectrified,SHS,6150.0,0.6265136872999727,41,4059.25625,0.0,Phase 1 (→2030),2030.0,N/A,0.5338841863209854,0.6265136872999727,inf,inf,2.9264667206678157,10.329644263649604,12.565592
electrified,Already Electrified,0.0,0.0,351,52930.402,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.9398868422203497,6.383116554087177,0.339072
electrified,Already Electrified,0.0,0.0,9,712.845,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.3815085181168336,9.136428268783082,6.226139
unelectrified,SHS,3150.0,0.6265136872999727,21,2079.13125,0.0,Phase 2 (→2035),2035.0,N/A,0.5385719159573886,0.6265136872999727,inf,inf,2.8048579605385875,11.203189287299539,8.383981
unelectrified,SHS,3450.0,0.6265136872999727,23,1821.715,0.0,Phase 2 (→2035),2035.0,N/A,0.6700835724535691,0.6265136872999727,inf,inf,1.8407437716208757,9.677278995794232,5.246648
electrified,Already Electrified,0.0,0.0,13,1689.95,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.1809448097788784,6.478450037863927,1.357426
electrified,Already Electrified,0.0,0.0,62,6181.275,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.2358837811576437,10.95693009057547,2.468456
unelectrified,SHS,37650.0,5.506090616165627,251,2070.966,0.0,Phase 1 (→2030),2030.0,N/A,5.73274585429928,5.506090616165627,inf,inf,1.9431675814959355,8.132284592916482,1.975262
electrified,Already Electrified,0.0,0.0,147,19334.05,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.7622355962684468,9.712802526890014,0.0
electrified,Already Electrified,0.0,0.0,238,28723.21875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.7703548992745235,6.8342310205415195,1.810772
unelectrified,SHS,7350.0,44.95402369864992,49,49.5188,0.016204154836072508,Phase 3 (→2040),2040.0,N/A,47.281360833086936,44.95402369864992,inf,inf,1.8041647694553173,6.36995001342776,1.972637
unelectrified,SHS,3300.0,6.123694673768662,22,163.211875,0.003595807925331363,Phase 3 (→2040),2040.0,N/A,6.365474666896103,6.123694673768662,inf,inf,2.033872222811535,6.444678444923662,0.666108
electrified,Already Electrified,0.0,0.0,24,2376.15,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.9996787156248677,6.728361709411152,5.3698
unelectrified,Mini-Grid: Solar PV Only,359870.63282636984,4.019222550909315,1225,7883.6415,0.0,Phase 1 (→2030),2030.0,N/A,7.208731157093699,7.05914046424075,4.019222550909315,inf,1.650239913676253,8.8330737984772,0.0
electrified,Already Electrified,0.0,0.0,77,8018.59375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.9344325074665307,7.214013643546958,5.435863
unelectrified,SHS,1950.0,0.6265136872999727,13,1287.08125,0.005674730579588142,Phase 3 (→2040),2040.0,N/A,0.5438971058907484,0.6265136872999727,inf,inf,1.067338543554195,10.208101071677918,4.314624
electrified,Already Electrified,0.0,0.0,24,1900.92,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.6562611217917365,7.263607075262243,2.342455
unelectrified,SHS,3450.0,0.6265136872999727,23,2277.14375,0.0,Phase 2 (→2035),2035.0,N/A,0.5297576087868487,0.6265136872999727,inf,inf,3.124670317152677,9.379465511737731,28.227666
unelectrified,SHS,78300.0,8.555012774498,522,2771.995,0.0,Phase 1 (→2030),2030.0,N/A,8.716846602656606,8.555012774498,inf,inf,1.8474801897344073,9.727044767357896,0.0
electrified,Already Electrified,0.0,0.0,120,15246.9625,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.569292296457364,6.918698902849497,5.812853
electrified,Already Electrified,0.0,0.0,55,5445.34375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.980372176264919,10.458318597046613,5.313106
electrified,Already Electrified,0.0,0.0,131,13562.4875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.175671382499502,6.622466200589986,3.286382
unelectrified,SHS,5250.0,0.6265136872999727,35,3465.21875,0.0,Phase 2 (→2035),2035.0,N/A,0.5338841863209854,0.6265136872999727,inf,inf,2.389570756147529,9.396089666205683,13.351004
unelectrified,SHS,7800.0,9.030753281965412,52,261.5905,0.017368018993162582,Phase 3 (→2040),2040.0,N/A,9.196480861858953,9.030753281965412,inf,inf,2.005454438188006,10.893306874631092,0.0
electrified,Already Electrified,0.0,0.0,38,3762.2375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.092013033005254,7.329063462574153,1.013841
unelectrified,SHS,3450.0,0.6265136872999727,23,2277.14375,0.0,Phase 2 (→2035),2035.0,N/A,0.5438971058907482,0.6265136872999727,inf,inf,1.0783016455168326,10.322903746825494,3.796884
electrified,Already Electrified,0.0,0.0,36,3564.225,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,0.9482549246072504,10.487259946017153,0.09228
unelectrified,SHS,6150.0,0.6265136872999727,41,4059.25625,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907482,0.6265136872999727,inf,inf,1.2114487619099192,10.691504305042777,1.806416
electrified,Already Electrified,0.0,0.0,12,950.46,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.766413683588195,10.1372026590481,15.939291
electrified,Already Electrified,0.0,0.0,28,2772.175,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.0678597964995253,6.571399120629872,6.479865
unelectrified,SHS,2700.0,0.6265136872999727,18,1782.1125,0.0,Phase 2 (→2035),2035.0,N/A,0.5385719159573886,0.6265136872999727,inf,inf,2.7620048617949946,11.137872248926378,0.0
unelectrified,SHS,16200.0,7.648630131532502,108,641.479375,0.0,Phase 2 (→2035),2035.0,N/A,7.6274796237844615,7.648630131532502,inf,inf,1.69822228786754,7.607277500556684,1.663869
unelectrified,SHS,61350.0,34.9899791797667,409,531.033875,0.0,Phase 1 (→2030),2030.0,N/A,34.565016236157184,34.9899791797667,inf,inf,2.829982483999752,10.934660674440806,2.695266
unelectrified,SHS,12150.0,6.929696060385747,81,531.023125,0.0,Phase 2 (→2035),2035.0,N/A,7.078227300944479,6.929696060385747,inf,inf,1.6628146700709743,7.6376655866422,0.0
electrified,Already Electrified,0.0,0.0,43,4257.26875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.933819424894966,6.674315349150866,6.118281
unelectrified,SHS,5700.0,0.6265136872999727,38,3762.2375,0.0,Phase 1 (→2030),2030.0,N/A,0.5385719159573887,0.6265136872999727,inf,inf,1.010163429278205,10.845527199940301,9.297502
electrified,Already Electrified,0.0,0.0,19,1504.895,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.7812474364007556,10.112139424569893,14.974421
electrified,Already Electrified,0.0,0.0,667,71994.88125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.6710758470211429,6.896086333476053,1.014059
unelectrified,SHS,9900.0,37.80670730646941,66,79.308125,0.00878736966039473,Phase 3 (→2040),2040.0,N/A,36.51515155131399,37.80670730646941,inf,inf,2.706263309482954,10.79675575862279,10.602597
unelectrified,SHS,88650.0,36.22981269676762,591,741.078125,0.0,Phase 1 (→2030),2030.0,N/A,35.78653828682631,36.22981269676762,inf,inf,1.9035549597382038,6.9081161545758745,1.347311
unelectrified,SHS,66000.0,46.559129434163644,440,429.3292,0.0,Phase 1 (→2030),2030.0,N/A,45.77548135433377,46.559129434163644,inf,inf,2.9753006574387317,9.291061746387262,28.675481
electrified,Already Electrified,0.0,0.0,28,2772.175,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.3422102705545758,10.033969720423624,3.755475
unelectrified,SHS,6600.0,46.57498967262433,44,42.9183,0.00602701646052487,Phase 3 (→2040),2040.0,N/A,47.80739775264243,46.57498967262433,inf,inf,1.4477707108167799,9.323833850219168,1.98116
electrified,Already Electrified,0.0,0.0,367,33189.815,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.0488601627428693,6.329415822998587,3.700353
unelectrified,SHS,8250.0,41.21143368106946,55,60.63,0.007536928976228558,Phase 3 (→2040),2040.0,N/A,41.640547662096786,41.21143368106946,inf,inf,2.51401148202908,7.39269538255128,9.894833
unelectrified,SHS,4950.0,6.934832997351518,33,216.1825,0.013062623203804755,Phase 3 (→2040),2040.0,N/A,6.924224769684686,6.934832997351518,inf,inf,1.6945406453427136,7.348331587350612,0.132316
electrified,Already Electrified,0.0,0.0,38,3762.2375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.120475027996169,10.354168056286746,1.054534
electrified,Already Electrified,0.0,0.0,28,3167.2875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.5615127013059493,6.521471355082057,1.526538
electrified,Already Electrified,0.0,0.0,50,5345.425,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.2113047801116745,6.715673089849037,4.903851
electrified,Already Electrified,0.0,0.0,17,1346.485,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.4868323562240278,6.763211916192559,0.821221
electrified,Already Electrified,0.0,0.0,366,41213.975,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.072094091838315,7.345383947336577,0.0
electrified,Already Electrified,0.0,0.0,221,22883.675,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,0.9386506556983414,10.796220222555005,18.336402
unelectrified,SHS,3900.0,0.6265136872999727,26,2574.1625,0.0,Phase 2 (→2035),2035.0,N/A,0.5458284845860683,0.6265136872999727,inf,inf,2.4492112356580047,10.293049695630907,5.31368
unelectrified,SHS,9450.0,0.6265136872999727,63,6237.39375,0.0,Phase 1 (→2030),2030.0,N/A,0.5338841863209853,0.6265136872999727,inf,inf,2.481599559498084,11.137908433350802,15.63751
electrified,Already Electrified,0.0,0.0,15,1485.09375,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,1.9749851369987252,10.401127082241397,2.88794
unelectrified,SHS,38250.0,47.1954280455231,255,245.4612,0.0,Phase 2 (→2035),2035.0,N/A,47.67351870201259,47.1954280455231,inf,inf,3.1117867143365223,10.907907684699781,9.327956
unelectrified,SHS,8700.0,7.530858639192475,58,349.885625,0.0,Phase 2 (→2035),2035.0,N/A,7.646738362418235,7.530858639192475,inf,inf,1.8485440241732776,7.107539719791552,1.406691
unelectrified,SHS,13500.0,35.007967963234485,90,116.793375,0.00621243522833063,Phase 3 (→2040),2040.0,N/A,33.503989172036505,35.007967963234485,inf,inf,3.1299443520343653,9.327609566520705,32.800628
unelectrified,SHS,101400.0,37.290013179962315,676,823.562875,0.0,Phase 1 (→2030),2030.0,N/A,36.39831982230709,37.290013179962315,inf,inf,1.7418632660452897,7.783044939148782,6.496607
unelectrified,SHS,6600.0,0.6265136872999727,44,4356.275,0.0,Phase 1 (→2030),2030.0,N/A,0.5385719159573886,0.6265136872999727,inf,inf,2.9144426150075637,11.214150348084495,5.247504
unelectrified,SHS,12300.0,9.277070898490123,82,401.5555,0.0,Phase 2 (→2035),2035.0,N/A,9.444814492642768,9.277070898490123,inf,inf,3.6998522553570594,10.674116656337278,5.076187
unelectrified,Mini-Grid: Solar PV Only,59024.2625,0.4582964967138832,120,11880.75,0.0,Phase 1 (→2030),2030.0,N/A,0.5438971058907482,0.6265136872999727,0.4582964967138832,inf,2.5373832109978394,11.563166955340145,1.659079
unelectrified,SHS,14850.0,37.44046487361557,99,120.125875,0.004866718387229885,Phase 3 (→2040),2040.0,N/A,37.6519227346512,37.44046487361557,inf,inf,1.8280885489721939,6.472300651732196,0.566884
unelectrified,SHS,4050.0,0.6265136872999727,27,2673.16875,0.0,Phase 2 (→2035),2035.0,N/A,0.5619113433517482,0.6265136872999727,inf,inf,1.9851715810227344,6.851651908235852,1.331322
unelectrified,SHS,15450.0,7.64190055350066,103,612.32,0.0,Phase 2 (→2035),2035.0,N/A,7.532163145649663,7.64190055350066,inf,inf,2.0204119541102874,9.684891828852486,5.600076
electrified,Already Electrified,0.0,0.0,40,4363.11875,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.184628055291939,7.56297028878935,3.67793
electrified,Already Electrified,0.0,0.0,155,18522.38125,0.0,Already Electrified,,N/A,0.0,inf,inf,inf,2.206264249243088,7.252657451726379,5.318262
